model,n_hvg,MAE_zero,MSE_zero,MedianL1_zero,NB_ll_zero,NB_dev_zero,MAE_thin,MSE_thin,MedianL1_thin,NB_ll_thin,NB_dev_thin,Silhouette,params
DCA,2000,140.4698693688903,6946264.066259543,1.99856027563413,-4.3988583638055205,0.17675522327143625,7.171667121087921,42724.76638169156,0.041513926784197484,-0.906699263089464,0.1634437934976045,,"{'batch_size': 64, 'epochs': 300, 'hidden_size': (32, 64, 128)}"
