fold,model,params,n_hvg,MAE_zero,MSE_zero,MedianL1_zero,NB_ll_zero,NB_dev_zero,MAE_thin,MSE_thin,MedianL1_thin,NB_ll_thin,NB_dev_thin,Silhouette
1,DCA,"{'hidden_size': (64, 32, 64), 'epochs': 300, 'batch_size': 128}",2000,237.8986007423031,18975448.520339124,2.5613487561543784,-4.419801195453776,0.21532893696963917,12.23617088788196,107517.23068650805,0.05202580553789934,-0.9363260354260068,0.18884331744008312,
2,DCA,"{'hidden_size': (64, 32, 64), 'epochs': 300, 'batch_size': 128}",2000,199.30731698241263,16282353.628808474,2.295691172281901,-4.427778381200901,0.18008564400619143,9.806555556572798,80847.69733620428,0.04787864660223325,-0.9047313933087576,0.17051600070843534,
3,DCA,"{'hidden_size': (64, 32, 64), 'epochs': 300, 'batch_size': 128}",2000,170.22739795299017,7803634.099384661,2.0243808031082153,-4.351206609048401,0.17843554412196258,8.782710633447413,53758.91880320233,0.04178472732504209,-0.8672204193978291,0.16509501200000024,
4,DCA,"{'hidden_size': (64, 32, 64), 'epochs': 300, 'batch_size': 128}",2000,189.77666345858518,13999411.159838082,2.491288661956787,-4.484568576587443,0.20474057899471787,10.26604051346544,94299.45025983611,0.05508719881375631,-0.985027287047041,0.19246076534878107,
